Name,Ownership,Type,Gender,Province
EXCELLENT VOCATIONAL CENTRE,Private,Vocational,Both,Gilgit Baltistan   /   Diamir
HANDI CRAFT CENTRE,Private,Vocational,Both,Gilgit Baltistan   /   Diamir
HANDI CRAFTS CENTRE,Private,Vocational,Both,Gilgit Baltistan   /   Diamir
HIMALAYAN UPLIFT DEVELOPMENT ASSOCIATION VOC. INSTITUTE,Private,Vocational,Both,Gilgit Baltistan   /   Diamir
HONRARY MANPOWER DEVELOPMENT PROGRAME,Private,Vocational,Both,Gilgit Baltistan   /   Diamir
HONRARY POWER DEVELOPMENT PROGRAME,Private,Vocational,Both,Gilgit Baltistan   /   Diamir
NEW AL AZHAR COMPUTER CENTRE,Private,Vocational,Both,Gilgit Baltistan   /   Ghanchi
NIGHT SCHOOL,Private,Vocational,Both,Gilgit Baltistan   /   Ghanchi
NIGHT SCHOOL,Private,Vocational,Both,Gilgit Baltistan   /   Ghanchi
PUBLIC HEALTH SCHOOL,Private,Vocational,Both,Gilgit Baltistan   /   Gilgit
PUBLIC WELFARE VOCATIONAL SCHOOL,Private,Vocational,Both,Gilgit Baltistan   /   Diamir
QASIMIA VOCATIONAL CENTRE,Private,Vocational,Both,Gilgit Baltistan   /   Gilgit
RAMA VOCATIONAL TRAINING CENTRE,Private,Vocational,Both,Gilgit Baltistan   /   Gilgit
RELIGEOUS EDUCATION CENTRE,Private,Vocational,Both,Gilgit Baltistan   /   Gilgit
RELIGIOUS EDUCATION CENTRE,Private,Vocational,Both,Gilgit Baltistan   /   Gilgit
SARAH COMUPTERS,Private,Vocational,Both,Gilgit Baltistan   /   Ghanchi
SHEHR SUBZ VOCATIONAL CENTRE,Private,Vocational,Both,Gilgit Baltistan   /   Ghanchi
SHITMARG VOCATIONAL LENTRE,Private,Vocational,Both,Gilgit Baltistan   /   Ghanchi
SOCIAL WELFARE SCHOOL,Private,Vocational,Both,Gilgit Baltistan   /   Ghanchi
Bait ul Mal VOCATIONAL DASTKARI SCHOOL,Government,Vocational,Female,Gilgit Baltistan   /   Ghanchi
Bait ul Mal VOCATIONAL DASTKARI SCHOOL,Government,Vocational,Female,Gilgit Baltistan   /   Ghanchi
Fahji Foundation Vocational Training Center,Private,Vocational,Female,Gilgit Baltistan   /   Ghanchi
Fahji Foundation Vocational Training Center,Private,Vocational,Female,Gilgit Baltistan   /   Gilgit
Fahji Foundation Vocational Training Center,Private,Vocational,Female,Gilgit Baltistan   /   Gilgit
Government College of Technology Gahkuch,Government,Technical,Male,Gilgit Baltistan   /   Ghizer
KPI Gupis,Government,Technical,Male,Gilgit Baltistan   /   Ghizer
Pak Polytechnic Institute Skardu,Government,Technical,Male,Gilgit Baltistan   /   Sukurdu
Karakurum Polytech Institute Skardu,Private,Technical,Male,Gilgit Baltistan   /   Sukurdu
City Of Knowledge Polytechinic College,Government,Technical,Male,Gilgit Baltistan   /   Sukurdu
KPI Hunza,Government,Technical,Male,Gilgit Baltistan   /   Hunza-Nagar
KPI Chinar Bagh Gilgit,Government,Technical,Male,Gilgit Baltistan   /   Gilgit
GBPI,Government,Technical,Male,Gilgit Baltistan   /   Gilgit
EXCELLENT TECHNICAL EDUCATION CENTER,Private,Technical,Both,Gilgit Baltistan   /   Gilgit
Beacon Commerce college Ghizedr,Government,Commerce,Male,Gilgit Baltistan   /   Ghizer
Sage College of Commerece,Government,Commerce,Male,Gilgit Baltistan   /   Ghizer
Indus Colleg of Comerce,Government,Commerce,Male,Gilgit Baltistan   /   Sukurdu
Karakurum College of Comerece,Government,Commerce,Male,Gilgit Baltistan   /   Sukurdu
Priston College Of Commerce,Government,Commerce,Male,Gilgit Baltistan   /   Sukurdu
Karakurum College of Comerce & Technology,Government,Commerce,Male,Gilgit Baltistan   /   Sukurdu
Baltistan College of Commerce and Management Science,Government,Commerce,Male,Gilgit Baltistan   /   Sukurdu
National College of Commerce & Comp Sciences,Government,Commerce,Male,Gilgit Baltistan   /   Gilgit
Government College of Commerce and Education,Government,Commerce,Male,Gilgit Baltistan   /   Hunza-Nagar
Government WOMEN SKILL DEVELOPMENT CENTER,Private,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
Government WOMEN SKILL DEVELOPMENT CENTER,Private,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
SILICON VALLEY OF INFORMATION Technology,Private,Vocational,Both,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
CITY OF KNOWLEDGE,Private,Vocational,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
Government WOMEN SKILL DEVELOPMENT CENTER,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
Government WOMEN SKILL DEVELOPMENT CENTER,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
INDUSTRIAL HOME CENTER,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
Government WOMEN SKILL DEVELOPMENT CENTER,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
PAK ENGLISH LANGUAGE CENTER,Private,Vocational,Both,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
INDUSTRIAL WORKSHOP Government HIGH SCHOOL ZERAN,Government,Vocational,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
IDUSTRIAL WORKSHOP Government HIGH SCHOOL KIRMAN,Government,Vocational,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
Government WOMEN SKILL DEVELOPMENT CENTER,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
INNOVATIVE ENGLISH LANGUAGE CENTER,Private,Vocational,Both,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
INDUSTRIAL HOME CENTER,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
INDUSTRIAL HOME CENTER,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
INDUSTRIAL WORKSHOP Government HIGH SCHOOL ALIZAI,Government,Vocational,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
INDUSTRIAL HOME CENTER,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Khyber
INDUSTRIAL WORKSHOP Government CELENIAL MODEL HIGH SCHOOL,Government,Vocational,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Khyber
IDUSTRIAL WORKSHOP Government HIGHER SECONDARY SCHOOL,Government,Vocational,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Khyber
INDUSTRIAL WORKSHOP Government HIGH SCHOOL,Government,Vocational,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Khyber
INDUSTRIAL HOME CENTER,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Khyber
GCT (MALE),Government,Vocational,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Khyber
INDUSTRIAL WORKSHOP Government HIGH SCHOOL,Government,Vocational,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Mohmand
INDUSTRIAL WORKSHOP Government HIGHER SCHOOL,Government,Vocational,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
INDUSTRIAL WORKSHOP Government ISRAR SHAHEED HIGH SCHOOL,Government,Vocational,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
PAKISTAN BAITULMAL DASTAKARI SCHOOL,Private,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
INSTITUTE OF PROFESSIONAL STUDIES,Private,Vocational,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Bajaur
MICROSOFT COLLEGE OF SCIENCE AND Technology,Private,Vocational,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Bajaur
HIMALAYA INTITUTE OF Technology,Private,Vocational,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Bajaur
INDUSTRIAL HOME CENTRE,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Khyber
INDUSTRIAL HOME CENTRE,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Bajaur
INDUSTRIAL HOME CENTRE,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Khyber
INDUSTRIAL HOME CENTRE,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Orakzai
INDUSTRIAL HOME CENTRE,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Mohmand
INDUSTRIAL HOME CENTRE,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Bajaur
INDUSTRIAL HOME CENTRE SPELANO KASS,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
INDUSTRIALHOME CENTRE HAYAT SHAH KILLI,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Orakzai
THE WAZIR DHAND NO.1 SCHOOL,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   South Waziristan
INDUSTRIAL HOME CENTRE,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
INDUSTRIAL HOME CENTRE,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   South Waziristan
INDUSTRIAL HOME CENTRE GOGANI,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
I H C ALIZAI INDUSTRIAL INSTITUTE,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
ICH BILYAMIN,Private,Vocational,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
INDUSTRIAL HOME CENTRE,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
INDUSTRIAL HOME CENTRE QUBAD SHAH KHEL,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
TOP INFORMATION Technology COMPUTER INSTITUTE,Private,Vocational,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
ISLAMIA CENTRE FOR COMPUTER EDUCATION,Private,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
INDUSTRIAL HOME CENTRE,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
WOMEN SKILL DEVELOPMENT CENTRE,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Bajaur
DASTAKARI CENTRE,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Bajaur
INDUSTRIAL HOME CENTRE,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Mohmand
INDUSTRIAL HOMENAIEEBULLAH CENTERINGGNS,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Mohmand
I H C  KHAIR ALI KALI INSITUTE,Private,Vocational,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Khyber
INDUSTRIAL HOME CENTRE,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Orakzai
WOMEN SKILL CENTER MOLANA ABAD,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Khyber
THE ROZA DIN SCHOOL,Private,Vocational,Male,Khyber Pakhtunkhwa (Ex FATA)   /   North Waziristan
Bait ul Mal VOCATIONAL DASTKARI SCHOOL,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Khyber
Bait ul Mal VOCATIONAL DASTKARI SCHOOL,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Khyber
Bait ul Mal VOCATIONAL DASTKARI SCHOOL,Government,Vocational,Female,Khyber Pakhtunkhwa (Ex FATA)   /   Bajaur
"GOVERNMENT POLYTECHNIC INSTITUTE, PARACHINAR",Government,Technical,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
"Government TECHNICAL INSTITUTE, EKKA GHUND",Government,Technical,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Mohmand
"Government TECHNICAL INSTITUTE, SADDA",Government,Technical,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
"GOVERNMENT TECHNICAL INSTITUTE, DOGRA BARA DISTRICT KHYBER",Government,Technical,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Khyber
Government Technical Institute Chagmalai,Government,Technical,Male,Khyber Pakhtunkhwa (Ex FATA)   /   South Waziristan
"Government TECHNICAL INSTITUTE,KALAYA",Government,Technical,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Orakzai
"Government College of Technology Khar, Bajaur",Government,Technical,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Bajaur
"Government COLLEGE OF MANAGEMENT SCIENCES, KHAR BAJAUR",Government,Commerce,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Bajaur
"Government COLLEGE OF MANAGEMENT SCIENCES, SOUTH WAZIRISTAN",Government,Commerce,Male,Khyber Pakhtunkhwa (Ex FATA)   /   South Waziristan
"Government COLLEGE OF MANAGEMENT SCIENCES, PARACHINAR",Government,Commerce,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Kurram
"GOVERNMENT COLLEGE OF MANAGEMENT SCIENCES, JAMRUD",Government,Commerce,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Khyber
Government COLLEGE OF MANAGEMENT SCIENCES,Government,Commerce,Male,Khyber Pakhtunkhwa (Ex FATA)   /   Mohmand
Vocational Training CenterBoys Badin,Government,Vocational,Male,Sindh   /   Badin
Vocational Training CenterGirls Badin,Government,Vocational,Female,Sindh   /   Badin
Government Vocational School (Girls) Tando Muhammad Khan,Government,Vocational,Female,Sindh   /   Tando Muhammad Khan
Government Vocational School (Girls) Badin,Government,Vocational,Female,Sindh   /   Badin
Government Vocational School (G) Pacca Qila @ Government Vocational InstituteW Latifabad Hyd,Government,Vocational,Female,Sindh   /   Hyderabad
Government Vocational School (G) Tando Ghulam Ali,Government,Vocational,Female,Sindh   /   Badin
Government Vocational School (G) Thatta,Government,Vocational,Female,Sindh   /   Thatta
Government Vocational School (G) Khyber @ Hala,Government,Vocational,Female,Sindh   /   Matiari
Vocational Training CenterHala,Government,Vocational,Male,Sindh   /   Matiari
Vocational Training Center(B) Thatta,Government,Vocational,Male,Sindh   /   Thatta
Vocational Training Center(B) Latifabad,Government,Vocational,Male,Sindh   /   Hyderabad
Government Vocational School (G) Tando Allah Yar,Government,Vocational,Female,Sindh   /   Tando Allah Yar
Government Vocational School (G) Matli,Government,Vocational,Female,Sindh   /   Badin
Vocational Training CenterSujawal,Government,Vocational,Male,Sindh   /   Mirpurkhas
Government Vocational School (G) Sujawal,Government,Vocational,Female,Sindh   /   Mirpurkhas
Vocational Training Center(G) Thatta,Government,Vocational,Female,Sindh   /   Thatta
Vocational Training CenterTando Allahyar,Government,Vocational,Male,Sindh   /   Tando Allah Yar
Vocational Training Center(G) Qasimabad Hyd,Government,Vocational,Female,Sindh   /   Hyderabad
Vocational Training Center(G) Hyderabad,Government,Vocational,Female,Sindh   /   Hyderabad
Government Vocational School (G) Dadu,Government,Vocational,Female,Sindh   /   Dadu
Vocational Training Center(G) Dadu,Government,Vocational,Female,Sindh   /   Dadu
Vocational Training Center(B) Dadu,Government,Vocational,Male,Sindh   /   Dadu
Government Vocational Institute (B) Dadu,Government,Vocational,Male,Sindh   /   Dadu
Government Vocational School (G) Thariri Mahbat,Government,Vocational,Female,Sindh   /   Dadu
Government Vocational School (G) KN Shah,Government,Vocational,Female,Sindh   /   Dadu
Government Vocational School (G) Mehar,Government,Vocational,Female,Sindh   /   Dadu
Government Vocational School (G) Hala,Government,Vocational,Female,Sindh   /   Matiari
Government Vocational Institute (W) Hyderabad,Government,Vocational,Female,Sindh   /   Hyderabad
Government Vocational School (G) Sehwan Sharif,Government,Vocational,Female,Sindh   /   Jamshoro
Government Vocational School (G) Johi,Private,Vocational,Female,Sindh   /   Dadu
Government Vocational School (G) Kotri,Government,Vocational,Female,Sindh   /   Jamshoro
Government Vocational School (G) Jamshoro,Government,Vocational,Female,Sindh   /   Jamshoro
Vocational Training CenterHyderabad,Government,Vocational,Male,Sindh   /   Hyderabad
Government Vocational Training Institute Kotri,Government,Vocational,Male,Sindh   /   Jamshoro
Government Vocational School (G) Fareedabad,Government,Vocational,Female,Sindh   /   Dadu
Vocational Training Center(B) MPS,Government,Vocational,Male,Sindh   /   Mirpurkhas
Government Vocational School (G) Diplo,Government,Vocational,Female,Sindh   /   Tharparkar
Vocational Training Center(B) Diplo,Government,Vocational,Male,Sindh   /   Tharparkar
Vocational Training Center(B) Digri,Government,Vocational,Male,Sindh   /   Mirpurkhas
Government Vocational School (G) Digri,Government,Vocational,Female,Sindh   /   Mirpurkhas
Government Vocational Institute (W) MPS,Government,Vocational,Female,Sindh   /   Mirpurkhas
Vocational Training Center(G) MPS,Government,Vocational,Female,Sindh   /   Mirpurkhas
Vocational Training Center(B) Sanghar,Government,Vocational,Male,Sindh   /   Sanghar
Government Vocational School (G) Tando Adam,Government,Vocational,Female,Sindh   /   Tando-Adam
Government Vocational School Shahdadpur,Government,Vocational,Female,Sindh   /   Sanghar
Vocational Training CenterUmer Kot,Government,Vocational,Male,Sindh   /   Umerkot
Government Vocational School (G) Sanghar,Government,Vocational,Female,Sindh   /   Sanghar
Vocational Training Center(G) Sanghar,Government,Vocational,Female,Sindh   /   Sanghar
Government Vocational School (G) Umer Kot,Government,Vocational,Female,Sindh   /   Umerkot
Government Vocatiol School Chak-5,Government,Vocational,Female,Sindh   /   Umerkot
Government Vocatiol Tranining Center (G) bezeer Abad,Government,Vocational,Female,Sindh   /   Nawabshah(Benazirabad)
Government Vocatiol School (G) Pir Bux Jajooha,Government,Vocational,Female,Sindh   /   Jacobabad
Government Vocational School(G) Shahpur Jahania,Government,Vocational,Female,Sindh   /   Shikarpur
Government Vocatiol School(G) M.Bux Zardari,Government,Vocational,Female,Sindh   /   Nawabshah(Benazirabad)
Government Vocatiol School (G) Yar Muhammad Brohi,Government,Vocational,Female,Sindh   /   Jacobabad
Government Vocatiol School(G) Fatual Zardari,Government,Vocational,Female,Sindh   /   Sanghar
Government Vocational School(G) DoDo Chutto,Government,Vocational,Female,Sindh   /   Dadu
Government Vocatiol Institute (W) wab Shah,Government,Vocational,Female,Sindh   /   Nawabshah(Benazirabad)
Vocational Training Center(G) Sukkur,Government,Vocational,Female,Sindh   /   Sukkur
Government Vocational School (G) Old Sukkur,Government,Vocational,Female,Sindh   /   Sukkur
Government Vocatiol Institute (B) Sukkur,Government,Vocational,Male,Sindh   /   Sukkur
Government Vocatiol Institute Girls Sukkur,Government,Vocational,Female,Sindh   /   Sukkur
Government Vocatiol Institute (B) Nawabwab Shah,Government,Vocational,Male,Sindh   /   Nawabshah(Benazirabad)
Government Vocatiol School(G) Rohari,Government,Vocational,Female,Sindh   /   Sukkur
Government Vocatiol School(G) Ghotki,Government,Vocational,Female,Sindh   /   Ghotki
Vocational Training Institute (B) Sukkur,Government,Vocational,Male,Sindh   /   Sukkur
Government Vocatiol School(G) Gambat,Government,Vocational,Female,Sindh   /   Khairpur
Vocatiol Training Center Khairpur,Government,Vocational,Male,Sindh   /   Khairpur
Government Vocational School (G) Gambat,Government,Vocational,Female,Sindh   /   Khairpur
Government Vocational School (G) Khairpur,Government,Vocational,Female,Sindh   /   Khairpur
Government Vocational School (G) Phatt,Government,Vocational,Female,Sindh   /   Khairpur
Vocational Training Center(G) Khair Pur,Government,Vocational,Female,Sindh   /   Khairpur
Government Vocational School (G) N.Feroze,Government,Vocational,Female,Sindh   /   NaushehroFeroze
Vocational Training CenterN.Feroze,Government,Vocational,Male,Sindh   /   NaushehroFeroze
Vocational Training CenterTharushah Moro,Government,Vocational,Male,Sindh   /   NaushehroFeroze
Government Vocational School (G) Kazi Ahmed,Government,Vocational,Female,Sindh   /   NaushehroFeroze
Government Vocational School (G) Mir Khan Laghari,Government,Vocational,Female,Sindh   /   Mirpurkhas
Government Vocational School (G) Mari Jalkani,Government,Vocational,Female,Sindh   /   Shikarpur
